claim_type,claim_amount,fraudulent,coverage,deductible,townsize,gender,edcat,job_start_date,retire,income,marital
Contamination,978,No,978,3000,"< 2,500",Male,Did not complete high school,4/1/94,No,63,Unmarried
Wind/Hail,4.799,No,67,500,"> 250,000",Male,Some college,11/4/06,No,33,Married
Wind/Hail,2.159,No,75,500,"> 250,000",Female,Some college,10/16/08,No,33,Married
Contamination,130,No,130,500,"2,500-9,999",Female,College degree,7/30/08,No,42,Unmarried
Theft/Vandalism,2.5662,Yes,56,500,"2,500-9,999",Male,Some college,12/14/07,No,25,Married
Wind/Hail,19.409,No,131,500,"> 250,000",Female,Some college,5/16/08,No,22,Married
Contamination,22.794,No,59,1000,"> 250,000",Male,College degree,5/2/07,No,32,Married
Fire/Smoke,21.996,No,60,1000,"50,000-249,999",Male,High school degree,1/6/91,Yes,9,Married
Fire/Smoke,37.01355,Yes,99,1000,"2,500-9,999",Female,College degree,4/8/08,No,33,Unmarried
Contamination,443,No,443,1000,"> 250,000",Female,High school degree,10/4/98,No,34,Unmarried
Wind/Hail,2.385,No,133,2000,"10,000-49,999",Male,College degree,6/25/94,No,114,Married
Fire/Smoke,75.476,No,159,3000,"50,000-249,999",Male,High school degree,12/24/04,No,49,Unmarried
Theft/Vandalism,8.198,No,309,1000,"10,000-49,999",Male,College degree,3/27/02,No,112,Married
Fire/Smoke,191.752,No,475,3000,"< 2,500",Male,Post-undergraduate degree,5/26/04,No,148,Unmarried
Fire/Smoke,77.138,No,187,1000,"50,000-249,999",Female,High school degree,6/30/07,No,38,Unmarried
Water damage,21.825,No,148,2000,"10,000-49,999",Male,College degree,2/28/97,Yes,10,Married
Water damage,26.34,No,244,1000,"> 250,000",Male,Some college,9/15/66,Yes,92,Married
Fire/Smoke,45.3117,Yes,108,1000,"> 250,000",Male,High school degree,1/29/99,No,59,Married
Contamination,324,Yes,324,3000,"10,000-49,999",Male,Did not complete high school,4/9/85,No,60,Unmarried
Water damage,8.088,No,71,500,"10,000-49,999",Male,Some college,2/27/08,No,26,Unmarried
Wind/Hail,11.676,No,125,1000,"> 250,000",Female,High school degree,4/4/08,No,13,Married
Wind/Hail,9.824,No,139,1000,"< 2,500",Male,Post-undergraduate degree,3/27/85,Yes,34,Married
Wind/Hail,5.41,No,137,1000,"> 250,000",Male,Did not complete high school,5/6/01,No,40,Married
Fire/Smoke,46.602,No,110,500,"10,000-49,999",Male,High school degree,2/8/02,No,22,Married
Theft/Vandalism,5.36235,Yes,114,2000,"10,000-49,999",Male,High school degree,10/27/06,No,44,Unmarried
Theft/Vandalism,27.307,No,457,3000,"50,000-249,999",Male,High school degree,10/22/77,No,255,Married
Water damage,8.934,No,106,1000,"2,500-9,999",Female,College degree,6/20/07,No,57,Married
Contamination,54,Yes,54,1000,"< 2,500",Male,High school degree,9/18/08,No,18,Unmarried
Theft/Vandalism,20.438,No,146,1000,"10,000-49,999",Female,Did not complete high school,5/25/89,No,47,Unmarried
Wind/Hail,4.819,No,199,3000,"> 250,000",Male,Some college,1/12/97,No,34,Married
Wind/Hail,19.616,No,407,2000,"50,000-249,999",Male,College degree,12/26/02,No,53,Married
Wind/Hail,9.304,No,186,1000,"> 250,000",Female,College degree,5/27/96,No,71,Married
Theft/Vandalism,2.22,No,87,1000,"> 250,000",Female,Did not complete high school,4/19/84,Yes,10,Unmarried
Wind/Hail,4.684,No,75,1000,"> 250,000",Female,College degree,3/10/94,No,23,Married
Theft/Vandalism,10.8,No,254,3000,"10,000-49,999",Male,High school degree,1/17/08,No,32,Unmarried
Wind/Hail,2.53,No,72,1000,"2,500-9,999",Male,Did not complete high school,5/29/95,Yes,9,Married
Water damage,27.709,No,315,3000,"10,000-49,999",Male,Some college,1/9/06,No,21,Unmarried
Water damage,24.924,No,80,2000,"2,500-9,999",Female,Post-undergraduate degree,5/18/04,No,20,Unmarried
Fire/Smoke,92.372,No,198,1000,"50,000-249,999",Female,Did not complete high school,9/12/99,No,40,Unmarried
Theft/Vandalism,57.897,No,1073,3000,"2,500-9,999",Female,Post-undergraduate degree,11/6/97,No,165,Married
Water damage,96.82,No,317,1000,"50,000-249,999",Female,Some college,9/3/89,No,95,Married
Theft/Vandalism,8.163,No,168,1000,"> 250,000",Female,College degree,3/29/08,No,85,Unmarried
Wind/Hail,129.021,No,871,3000,"< 2,500",Male,Some college,12/8/87,No,114,Unmarried
Wind/Hail,16.798,No,288,1000,"> 250,000",Male,High school degree,2/24/78,No,135,Married
Theft/Vandalism,10.634,No,128,1000,"> 250,000",Male,High school degree,6/25/79,Yes,35,Married
Fire/Smoke,49.196,No,103,500,"> 250,000",Female,Did not complete high school,5/31/02,No,33,Unmarried
Fire/Smoke,33.089,No,68,1000,"> 250,000",Male,High school degree,5/29/05,Yes,10,Unmarried
Theft/Vandalism,10.768,No,333,1000,"> 250,000",Male,Some college,11/23/04,No,98,Married
Theft/Vandalism,8.615,No,203,2000,"> 250,000",Female,High school degree,10/14/08,No,40,Married
Wind/Hail,4.561,No,94,3000,"2,500-9,999",Male,Post-undergraduate degree,10/15/08,No,38,Married
Fire/Smoke,242.017,No,526,1000,"> 250,000",Female,Some college,10/14/96,No,224,Unmarried
Theft/Vandalism,6.677,No,222,3000,"< 2,500",Male,Some college,6/29/02,No,37,Married
Theft/Vandalism,14.04,No,390,2000,"> 250,000",Female,Did not complete high school,11/3/02,No,42,Married
Wind/Hail,5.474,No,103,2000,"50,000-249,999",Male,Did not complete high school,9/11/84,Yes,9,Unmarried
Contamination,204,Yes,204,2000,"> 250,000",Female,College degree,2/10/05,No,32,Unmarried
Fire/Smoke,116.231,No,248,2000,"50,000-249,999",Male,Did not complete high school,10/10/07,No,26,Unmarried
Fire/Smoke,412.669,No,1038,1000,"> 250,000",Male,College degree,11/20/00,No,116,Married
Wind/Hail,16.832,No,296,2000,"10,000-49,999",Male,High school degree,5/8/05,No,31,Married
Wind/Hail,6.338,No,98,1000,"10,000-49,999",Male,High school degree,3/21/07,No,34,Married
Fire/Smoke,276,No,276,1000,"> 250,000",Female,Did not complete high school,4/15/56,Yes,24,Unmarried
Wind/Hail,16.888,No,582,1000,"50,000-249,999",Male,Post-undergraduate degree,10/1/08,No,52,Married
Wind/Hail,4.435,No,112,1000,"> 250,000",Male,College degree,5/7/06,No,38,Unmarried
Fire/Smoke,60.16,No,161,3000,"50,000-249,999",Male,College degree,9/15/04,No,56,Unmarried
Theft/Vandalism,2.4612,Yes,72,1000,"10,000-49,999",Female,High school degree,11/24/03,No,31,Unmarried
Fire/Smoke,267.504,No,664,3000,"< 2,500",Female,High school degree,7/30/88,No,190,Unmarried
Contamination,250,No,250,1000,"< 2,500",Male,Post-undergraduate degree,3/27/07,No,42,Unmarried
Wind/Hail,26.411,No,152,1000,"10,000-49,999",Female,High school degree,10/10/07,No,23,Married
Water damage,89.524,No,823,3000,"> 250,000",Female,Post-undergraduate degree,4/5/08,No,100,Married
Theft/Vandalism,15.1809,Yes,278,1000,"> 250,000",Female,College degree,7/24/01,No,29,Married
Wind/Hail,83.315,No,1271,2000,"< 2,500",Male,Did not complete high school,11/26/85,No,113,Married
Contamination,85.752,No,246,2000,"> 250,000",Male,High school degree,11/18/07,No,62,Unmarried
Fire/Smoke,24.639,No,90,500,"2,500-9,999",Female,Did not complete high school,11/12/97,No,35,Unmarried
Wind/Hail,2.874,No,76,2000,"> 250,000",Male,College degree,6/20/02,No,36,Unmarried
Fire/Smoke,21.25,No,66,500,"> 250,000",Female,High school degree,5/21/93,No,47,Unmarried
Contamination,617,No,617,3000,"2,500-9,999",Female,High school degree,12/27/77,No,172,Unmarried
Theft/Vandalism,8.183,No,102,3000,"2,500-9,999",Female,Some college,4/13/88,No,38,Married
Fire/Smoke,198,No,198,3000,"50,000-249,999",Male,High school degree,4/27/04,No,38,Unmarried
Wind/Hail,23.322,No,439,1000,"10,000-49,999",Male,College degree,4/14/96,No,289,Married
Water damage,14.84,No,140,3000,"> 250,000",Male,Did not complete high school,7/26/01,No,39,Unmarried
Fire/Smoke,44.93,No,110,1000,"50,000-249,999",Male,High school degree,10/31/95,No,27,Unmarried
Theft/Vandalism,16.466,No,195,2000,"50,000-249,999",Male,Did not complete high school,4/28/05,No,50,Unmarried
Fire/Smoke,137,No,137,2000,"> 250,000",Male,Some college,3/6/76,Yes,9,Married
Fire/Smoke,66,No,66,500,"> 250,000",Male,Did not complete high school,9/9/99,No,52,Married
Theft/Vandalism,5.737,No,134,2000,"50,000-249,999",Female,High school degree,11/3/08,No,32,Unmarried
Fire/Smoke,112.334,No,254,2000,"< 2,500",Female,College degree,10/21/88,No,176,Unmarried
Contamination,258,No,258,2000,"> 250,000",Male,High school degree,2/21/08,No,22,Married
Theft/Vandalism,4.862,No,91,1000,"2,500-9,999",Female,High school degree,6/25/04,No,27,Unmarried
Fire/Smoke,11.586,No,52,2000,"10,000-49,999",Female,High school degree,6/2/08,No,29,Married
Water damage,16.379,No,116,2000,"10,000-49,999",Male,High school degree,9/6/01,No,29,Married
Fire/Smoke,62.763,No,139,1000,"> 250,000",Female,High school degree,7/10/07,No,15,Unmarried
Water damage,19.192,No,159,1000,"> 250,000",Male,Some college,5/25/07,No,32,Married
Theft/Vandalism,43.456,No,296,1000,"50,000-249,999",Male,High school degree,12/28/08,No,33,Unmarried
Wind/Hail,11.481,No,238,2000,"> 250,000",Male,High school degree,3/17/06,No,43,Unmarried
Theft/Vandalism,5.3424,Yes,132,1000,"> 250,000",Male,High school degree,10/22/06,No,37,Married
Water damage,10.368,No,139,500,"> 250,000",Female,Did not complete high school,8/31/99,No,29,Married
Fire/Smoke,314,No,314,3000,"10,000-49,999",Female,High school degree,9/27/84,No,43,Unmarried
Fire/Smoke,269,No,269,1000,"> 250,000",Female,College degree,12/30/96,No,105,Unmarried
Theft/Vandalism,11.55,Yes,117,1000,"10,000-49,999",Male,College degree,7/15/07,No,29,Unmarried
Wind/Hail,5.076,No,101,2000,"> 250,000",Male,High school degree,12/14/93,No,49,Married
Theft/Vandalism,6.775,No,93,1000,"> 250,000",Female,College degree,1/24/04,No,42,Married
Wind/Hail,5.441,No,147,1000,"50,000-249,999",Female,High school degree,2/19/08,No,25,Unmarried
Water damage,43.008,No,408,1000,"2,500-9,999",Female,College degree,7/19/08,No,24,Married
Theft/Vandalism,3.128,No,69,3000,"> 250,000",Male,Did not complete high school,4/8/78,Yes,24,Married
Water damage,10.303,No,111,1000,"2,500-9,999",Male,College degree,6/15/08,No,19,Unmarried
Theft/Vandalism,7.236,No,188,3000,"< 2,500",Female,High school degree,1/10/03,No,84,Unmarried
Fire/Smoke,327,No,327,3000,"50,000-249,999",Male,High school degree,9/4/08,No,23,Married
Fire/Smoke,51.6201,Yes,150,1000,"10,000-49,999",Male,Some college,8/12/06,No,44,Unmarried
Water damage,27.707,No,177,1000,"2,500-9,999",Female,College degree,5/4/99,Yes,14,Unmarried
Theft/Vandalism,59.509,No,980,3000,"2,500-9,999",Male,College degree,5/14/06,No,135,Unmarried
Fire/Smoke,65.718,No,178,3000,"2,500-9,999",Male,College degree,3/9/96,No,110,Married
Water damage,33.07,No,390,1000,"2,500-9,999",Male,Some college,4/24/01,No,53,Married
Fire/Smoke,106,No,106,2000,"2,500-9,999",Male,High school degree,4/26/04,No,43,Married
Wind/Hail,9.931,No,253,1000,"10,000-49,999",Female,Some college,10/6/04,No,83,Married
Theft/Vandalism,20.704,No,333,2000,"10,000-49,999",Female,High school degree,10/8/74,No,156,Married
Water damage,7.273,No,228,3000,"50,000-249,999",Male,College degree,8/28/88,No,132,Married
Wind/Hail,4.202,No,96,1000,"2,500-9,999",Female,High school degree,10/15/08,No,25,Married
Theft/Vandalism,7.931,No,156,500,"50,000-249,999",Male,High school degree,3/31/94,No,44,Unmarried
Fire/Smoke,155.413,No,364,2000,"10,000-49,999",Female,Some college,10/23/03,No,54,Married
Fire/Smoke,37.798,No,88,1000,"10,000-49,999",Male,College degree,12/23/07,No,21,Married
Theft/Vandalism,8.655,No,120,1000,"2,500-9,999",Female,High school degree,8/17/08,No,13,Unmarried
Water damage,15.523,No,256,1000,"50,000-249,999",Male,College degree,1/11/06,No,40,Unmarried
Wind/Hail,7.161,Yes,107,1000,"2,500-9,999",Female,Some college,1/22/08,No,31,Unmarried
Theft/Vandalism,12.513,No,162,1000,"> 250,000",Female,High school degree,2/27/05,No,60,Unmarried
Theft/Vandalism,4.945,No,91,3000,"10,000-49,999",Female,College degree,12/2/99,Yes,10,Unmarried
Water damage,18.491,No,160,500,"< 2,500",Male,High school degree,5/8/08,No,14,Unmarried
Theft/Vandalism,4.649,No,64,1000,"< 2,500",Male,High school degree,6/7/76,Yes,13,Unmarried
Fire/Smoke,458.742,No,1021,3000,"> 250,000",Male,High school degree,5/17/80,No,214,Married
Wind/Hail,6.489,Yes,128,1000,"50,000-249,999",Male,High school degree,4/18/06,No,17,Unmarried
Contamination,113,No,113,2000,"> 250,000",Female,High school degree,11/20/05,No,49,Married
Water damage,18.463,No,190,1000,"10,000-49,999",Female,Did not complete high school,1/25/92,No,100,Unmarried
Theft/Vandalism,7.441,No,137,500,"2,500-9,999",Female,High school degree,10/30/06,No,19,Married
Contamination,192.872,No,521,2000,"< 2,500",Male,High school degree,3/10/96,No,89,Unmarried
Wind/Hail,12.282,No,239,2000,"50,000-249,999",Male,Some college,2/12/99,No,137,Married
Wind/Hail,36.202,No,752,1000,"< 2,500",Male,Some college,1/4/92,No,124,Married
Theft/Vandalism,52.071,No,1108,2000,"10,000-49,999",Male,Some college,11/4/04,No,137,Married
Theft/Vandalism,32.25,No,674,1000,"10,000-49,999",Male,College degree,6/1/00,No,91,Unmarried
Theft/Vandalism,17.382,No,256,1000,"10,000-49,999",Female,College degree,3/27/90,No,333,Unmarried
Wind/Hail,15.101,No,279,3000,"10,000-49,999",Female,Post-undergraduate degree,7/14/08,No,20,Married
Wind/Hail,17.641,No,302,2000,"2,500-9,999",Female,Did not complete high school,4/4/77,No,59,Married
Theft/Vandalism,1.978,No,120,3000,"10,000-49,999",Female,Did not complete high school,5/15/93,No,49,Unmarried
Fire/Smoke,32.2245,Yes,80,1000,"10,000-49,999",Male,Did not complete high school,8/20/01,Yes,11,Unmarried
Wind/Hail,49.5957,Yes,323,3000,"< 2,500",Female,Did not complete high school,2/1/93,No,129,Unmarried
Fire/Smoke,56.913,No,163,3000,"> 250,000",Male,High school degree,6/13/03,No,46,Unmarried
Theft/Vandalism,6.42,No,153,2000,"< 2,500",Female,High school degree,6/14/08,No,27,Married
Fire/Smoke,52.142,No,146,2000,"50,000-249,999",Female,Did not complete high school,8/3/88,No,81,Unmarried
Theft/Vandalism,5.456,No,60,1000,"2,500-9,999",Female,High school degree,5/26/02,No,29,Unmarried
Fire/Smoke,36.272,No,77,1000,"50,000-249,999",Female,High school degree,8/30/74,Yes,24,Unmarried
Wind/Hail,9.363,No,55,1000,"> 250,000",Male,Did not complete high school,8/4/98,Yes,21,Married
Fire/Smoke,266.393,No,686,3000,"50,000-249,999",Male,College degree,2/29/92,No,176,Married
Theft/Vandalism,26.071,No,423,1000,"10,000-49,999",Female,College degree,1/30/06,No,150,Unmarried
Water damage,36.757,No,455,2000,"2,500-9,999",Male,Some college,1/7/86,No,261,Unmarried
Theft/Vandalism,2.947,No,106,1000,"10,000-49,999",Female,Did not complete high school,12/22/03,No,32,Unmarried
Water damage,14.306,No,154,1000,"2,500-9,999",Male,College degree,3/14/99,No,57,Married
Theft/Vandalism,6.673,No,161,1000,"10,000-49,999",Male,Did not complete high school,8/19/74,Yes,23,Unmarried
Fire/Smoke,100.84305,Yes,230,1000,"2,500-9,999",Male,High school degree,8/21/90,No,62,Married
Contamination,145,No,145,2000,"2,500-9,999",Male,Some college,1/23/96,No,46,Unmarried
Theft/Vandalism,12.916,No,290,3000,"2,500-9,999",Male,Some college,5/7/08,No,33,Unmarried
Fire/Smoke,69.37,No,166,2000,"< 2,500",Male,College degree,2/19/08,No,57,Unmarried
Water damage,35.37135,Yes,114,3000,"< 2,500",Male,Some college,11/24/08,No,21,Unmarried
Fire/Smoke,119.525,No,321,3000,"10,000-49,999",Male,Did not complete high school,6/26/94,No,47,Married
Theft/Vandalism,2.273,No,89,1000,"> 250,000",Female,Post-undergraduate degree,4/7/07,No,43,Unmarried
Theft/Vandalism,6.548,No,122,3000,"50,000-249,999",Male,College degree,12/1/03,No,45,Unmarried
Wind/Hail,83.73435,Yes,1430,3000,"10,000-49,999",Male,High school degree,10/15/90,No,188,Unmarried
Wind/Hail,14.494,No,325,1000,"10,000-49,999",Female,Some college,2/27/00,Yes,27,Unmarried
Wind/Hail,5.632,No,108,3000,"> 250,000",Male,High school degree,10/6/00,No,54,Married
Theft/Vandalism,9.139,No,146,1000,"10,000-49,999",Male,Some college,9/10/95,No,78,Married
Water damage,136.732,No,1222,2000,"2,500-9,999",Female,High school degree,1/25/82,No,134,Unmarried
Theft/Vandalism,2.006,No,61,200,"10,000-49,999",Female,Some college,6/15/95,Yes,9,Unmarried
Theft/Vandalism,44.382,No,1004,3000,"50,000-249,999",Male,College degree,6/11/02,No,38,Married
Wind/Hail,10.394,No,209,2000,"10,000-49,999",Female,High school degree,11/17/92,No,105,Married
Theft/Vandalism,10.348,No,134,500,"< 2,500",Female,Some college,11/12/01,No,52,Unmarried
Contamination,621,No,621,2000,"> 250,000",Female,High school degree,4/11/98,No,98,Unmarried
Fire/Smoke,197,No,197,1000,"2,500-9,999",Male,High school degree,11/15/86,Yes,19,Unmarried
Water damage,2.30685,Yes,55,1000,"> 250,000",Male,High school degree,6/13/06,No,23,Married
Contamination,214,No,214,3000,"10,000-49,999",Female,Some college,5/26/05,No,48,Unmarried
Theft/Vandalism,14.941,No,147,3000,"> 250,000",Male,High school degree,12/30/89,No,75,Unmarried
Theft/Vandalism,20.1684,Yes,321,1000,"2,500-9,999",Male,High school degree,11/25/08,No,40,Married
Fire/Smoke,186.0852,Yes,405,3000,"< 2,500",Female,Did not complete high school,8/29/07,No,27,Married
Fire/Smoke,47.32,No,115,1000,"2,500-9,999",Male,High school degree,10/31/00,No,52,Married
Fire/Smoke,409.232,No,1039,3000,"> 250,000",Male,Some college,1/9/78,Yes,47,Married
Wind/Hail,36.164,No,627,3000,"< 2,500",Male,Some college,4/1/05,No,47,Married
Theft/Vandalism,31.242,No,818,3000,"< 2,500",Female,Some college,3/15/90,No,120,Unmarried
Wind/Hail,60.783,No,1192,2000,"> 250,000",Male,Some college,10/27/73,Yes,196,Married
Fire/Smoke,25.443,No,64,500,"10,000-49,999",Male,High school degree,9/18/08,No,25,Unmarried
Theft/Vandalism,2.626,No,67,1000,"> 250,000",Female,Did not complete high school,9/10/03,No,29,Married
Theft/Vandalism,12.665,No,88,2000,"> 250,000",Male,Some college,7/6/03,No,32,Married
Theft/Vandalism,30.896,No,506,3000,"2,500-9,999",Female,Some college,2/14/00,No,78,Married
Theft/Vandalism,2.503,No,81,1000,"2,500-9,999",Female,High school degree,1/24/08,No,21,Married
Theft/Vandalism,2.205,No,78,1000,"> 250,000",Male,Some college,4/29/06,No,43,Married
Water damage,20.613,No,145,3000,"10,000-49,999",Female,Some college,10/5/86,Yes,25,Unmarried
Fire/Smoke,75.757,No,167,1000,"< 2,500",Male,High school degree,11/4/08,No,24,Married
Theft/Vandalism,14.655,No,313,1000,"10,000-49,999",Female,College degree,1/14/07,No,44,Unmarried
Theft/Vandalism,36.737,No,627,2000,"50,000-249,999",Male,Some college,3/10/90,No,88,Unmarried
Wind/Hail,14.40705,Yes,271,3000,"10,000-49,999",Male,College degree,7/26/04,No,57,Unmarried
Water damage,8.78955,Yes,126,3000,"10,000-49,999",Female,Did not complete high school,11/25/86,No,47,Married
Theft/Vandalism,27.955,No,545,1000,"10,000-49,999",Female,Did not complete high school,1/23/98,No,63,Married
Fire/Smoke,58.704,No,153,2000,"< 2,500",Female,College degree,1/24/07,No,42,Unmarried
Contamination,61.714,No,158,3000,"10,000-49,999",Female,High school degree,7/6/08,No,24,Married
Wind/Hail,26.6238,Yes,341,1000,"< 2,500",Female,Did not complete high school,8/27/03,No,61,Married
Fire/Smoke,42.62895,Yes,111,1000,"10,000-49,999",Male,High school degree,11/20/08,No,24,Married
Fire/Smoke,47.773,No,129,3000,"50,000-249,999",Male,High school degree,12/30/08,No,14,Married
Theft/Vandalism,22.2642,Yes,372,3000,"< 2,500",Female,High school degree,5/21/77,No,124,Married
Fire/Smoke,97.429,No,257,1000,"2,500-9,999",Female,Some college,6/27/04,No,115,Married
Theft/Vandalism,41.346,No,710,1000,"50,000-249,999",Female,Some college,5/17/06,No,33,Unmarried
Wind/Hail,31.755,No,533,1000,"< 2,500",Male,Did not complete high school,5/24/82,Yes,42,Unmarried
Fire/Smoke,180.376,No,409,1000,"> 250,000",Male,High school degree,1/13/01,No,74,Unmarried
Water damage,11.665,No,149,3000,"50,000-249,999",Female,Did not complete high school,4/4/78,No,84,Unmarried
Wind/Hail,3.423,No,71,1000,"2,500-9,999",Female,High school degree,7/7/04,No,19,Married
Theft/Vandalism,44.691,No,1046,3000,"> 250,000",Female,Did not complete high school,3/12/71,No,248,Unmarried
Fire/Smoke,41.6052,Yes,111,1000,"> 250,000",Male,High school degree,2/5/01,Yes,21,Married
Contamination,189,No,189,1000,"50,000-249,999",Female,High school degree,4/18/88,No,105,Unmarried
Fire/Smoke,48.489,No,131,1000,"> 250,000",Female,Some college,7/2/81,Yes,15,Married
Fire/Smoke,59.749,No,151,1000,"> 250,000",Female,High school degree,7/6/01,No,38,Married
Water damage,47.692,No,142,1000,"2,500-9,999",Male,College degree,3/27/05,No,48,Married
Theft/Vandalism,45.287,No,1059,1000,"< 2,500",Female,College degree,7/13/98,No,88,Married
Water damage,45.181,No,408,2000,"2,500-9,999",Female,High school degree,5/17/06,No,33,Unmarried
Fire/Smoke,67.045,No,148,1000,"< 2,500",Male,High school degree,4/1/99,No,95,Unmarried
Fire/Smoke,24.047,No,83,1000,"10,000-49,999",Female,Some college,8/16/03,No,60,Unmarried
Theft/Vandalism,4.037,No,86,1000,"> 250,000",Female,Some college,11/9/08,No,18,Married
Fire/Smoke,238,No,238,1000,"50,000-249,999",Female,High school degree,10/1/03,No,31,Unmarried
Wind/Hail,40.042,No,733,3000,"> 250,000",Male,Did not complete high school,4/28/89,No,58,Unmarried
Water damage,38.063,No,322,500,"50,000-249,999",Male,High school degree,11/4/02,No,77,Married
Theft/Vandalism,61.622,No,1468,3000,"2,500-9,999",Female,High school degree,10/8/84,No,126,Married
Contamination,466.146,No,1156,3000,"2,500-9,999",Male,High school degree,8/17/96,No,136,Married
Water damage,30.57,No,309,1000,"10,000-49,999",Male,College degree,10/23/01,No,80,Unmarried
Water damage,44.53785,Yes,409,2000,"50,000-249,999",Male,Some college,7/25/79,No,128,Married
Wind/Hail,4.742,No,127,1000,"2,500-9,999",Female,Did not complete high school,2/1/06,No,34,Married
Fire/Smoke,79,No,79,1000,"10,000-49,999",Female,College degree,10/29/92,Yes,14,Unmarried
Wind/Hail,23.44,No,169,1000,"> 250,000",Female,Some college,4/10/08,No,34,Married
Fire/Smoke,68,No,68,1000,"> 250,000",Male,College degree,1/8/81,Yes,26,Unmarried
Wind/Hail,3.939,No,84,3000,"2,500-9,999",Male,Did not complete high school,7/19/88,Yes,16,Unmarried
Fire/Smoke,122.957,No,353,3000,"50,000-249,999",Female,Post-undergraduate degree,11/11/99,No,46,Married
Theft/Vandalism,11.232,No,213,1000,"< 2,500",Male,High school degree,7/25/00,No,54,Married
Theft/Vandalism,7.534,No,118,1000,"50,000-249,999",Male,Post-undergraduate degree,8/13/92,No,88,Married
Fire/Smoke,101.535,No,224,2000,"10,000-49,999",Female,Did not complete high school,3/24/03,No,31,Unmarried
Theft/Vandalism,5.503,No,73,500,"50,000-249,999",Male,Some college,8/29/08,No,18,Married
Fire/Smoke,629.755,No,1496,3000,"50,000-249,999",Male,Did not complete high school,4/1/90,No,166,Married
Theft/Vandalism,4.829,No,90,500,"> 250,000",Male,College degree,11/13/03,No,77,Married
Wind/Hail,15.117,No,224,1000,"> 250,000",Male,Some college,4/15/05,No,46,Unmarried
Contamination,87.132,No,187,1000,"> 250,000",Female,Did not complete high school,12/24/87,No,97,Unmarried
Theft/Vandalism,2.52,No,90,1000,"10,000-49,999",Female,College degree,2/23/96,No,46,Unmarried
Wind/Hail,13.764,No,175,3000,"50,000-249,999",Female,Some college,8/21/85,Yes,60,Unmarried
Theft/Vandalism,4.927,No,99,1000,"50,000-249,999",Female,College degree,4/16/00,No,50,Unmarried
Fire/Smoke,31.599,No,107,1000,"50,000-249,999",Male,High school degree,3/27/04,No,55,Unmarried
Wind/Hail,2.284,No,68,1000,"50,000-249,999",Male,Did not complete high school,2/28/05,No,15,Married
Theft/Vandalism,5.0442,Yes,85,1000,"< 2,500",Female,High school degree,3/20/08,No,24,Unmarried
Wind/Hail,9.058,No,284,1000,"2,500-9,999",Male,Post-undergraduate degree,2/13/04,No,36,Unmarried
Wind/Hail,4.765,No,125,3000,"2,500-9,999",Female,College degree,6/21/08,No,27,Married
Wind/Hail,13.965,No,142,3000,"50,000-249,999",Female,High school degree,5/22/01,No,33,Unmarried
Theft/Vandalism,8.727,No,128,3000,"2,500-9,999",Female,College degree,4/30/89,No,118,Unmarried
Water damage,27.367,No,327,3000,"2,500-9,999",Male,Did not complete high school,9/1/98,No,69,Married
Theft/Vandalism,15.297,No,177,1000,"50,000-249,999",Female,College degree,11/12/99,No,195,Unmarried
Water damage,23.269,No,270,3000,"10,000-49,999",Male,College degree,6/1/06,No,44,Married
Wind/Hail,59.126,No,1459,3000,"> 250,000",Male,High school degree,2/27/93,No,225,Unmarried
Wind/Hail,2.54205,Yes,87,1000,"10,000-49,999",Female,Did not complete high school,5/19/91,No,52,Unmarried
Wind/Hail,14.464,No,196,2000,"50,000-249,999",Female,High school degree,11/5/85,Yes,97,Married
Wind/Hail,7.563,No,124,1000,"50,000-249,999",Female,College degree,6/13/06,No,34,Married
Fire/Smoke,88,No,88,1000,"> 250,000",Female,Did not complete high school,6/13/03,No,28,Unmarried
Water damage,21.823,No,68,2000,"50,000-249,999",Female,Did not complete high school,1/21/05,Yes,9,Unmarried
Contamination,40.281,No,82,500,"< 2,500",Female,High school degree,9/26/08,No,21,Married
Water damage,18.8937,Yes,66,500,"50,000-249,999",Male,College degree,5/7/99,No,58,Married
Fire/Smoke,73.879,No,196,3000,"> 250,000",Female,Did not complete high school,9/2/79,Yes,14,Married
Theft/Vandalism,9.823,No,197,2000,"< 2,500",Female,Did not complete high school,5/29/05,No,22,Unmarried
Fire/Smoke,90,No,90,1000,"2,500-9,999",Male,Some college,8/24/03,No,35,Married
Theft/Vandalism,183.686,No,1176,3000,"< 2,500",Female,College degree,12/2/00,No,240,Unmarried
Theft/Vandalism,6.936,No,287,1000,"2,500-9,999",Female,Did not complete high school,11/1/05,No,36,Married
Water damage,126.176,No,1037,2000,"50,000-249,999",Male,Some college,7/28/06,No,61,Unmarried
Fire/Smoke,258.168,No,572,2000,"50,000-249,999",Male,College degree,5/4/95,No,125,Married
Contamination,27.44,No,70,1000,"< 2,500",Male,Post-undergraduate degree,9/20/06,No,38,Unmarried
Water damage,35.679,No,392,3000,"2,500-9,999",Female,College degree,7/16/96,No,114,Married
Fire/Smoke,246,No,246,1000,"50,000-249,999",Male,High school degree,4/10/05,No,34,Unmarried
Fire/Smoke,69.92,No,177,1000,"50,000-249,999",Female,High school degree,3/21/70,Yes,11,Unmarried
Fire/Smoke,41.288,No,99,500,"50,000-249,999",Male,Did not complete high school,9/18/99,No,37,Married
Theft/Vandalism,4.6599,Yes,105,1000,"2,500-9,999",Female,College degree,3/10/08,No,32,Married
Wind/Hail,20.253,No,433,3000,"2,500-9,999",Female,High school degree,2/14/82,Yes,34,Married
